"athlete_id_1","player_name","attempts_Late_Tight","makes_Late_Tight","attempts_Baseline","makes_Baseline","pct_Late_Tight","pct_Baseline","delta_pp","label"
759,"Amy Sanders",0,0,6,2,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
1072,"Cierra Bravard",0,0,3,1,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
2491329,"Jasmine Hassell",0,0,72,24,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
2999038,"Ruth Hamblin",0,0,39,13,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
3054105,"Breanna Lewis",0,0,27,9,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
4008655,"Zoi Dimitrakou",0,0,3,1,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
4398883,"Madi Williams",0,0,15,5,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
4433795,"Sania Feagin",0,0,30,10,0,0.333333333333333,-33.3333333333333,"Anti-clutch"
2491350,"Kamiko Williams",0,0,128,43,0,0.3359375,-33.59375,"Anti-clutch"
776,"Jolene Anderson",1,0,135,46,0,0.340740740740741,-34.0740740740741,"Anti-clutch"
2970318,"Endy Miyem",0,0,38,13,0,0.342105263157895,-34.2105263157895,"Anti-clutch"
782,"Morenike Atunrase",0,0,113,39,0,0.345132743362832,-34.5132743362832,"Anti-clutch"
3919496,"Valeriane Ayayi",3,0,52,18,0,0.346153846153846,-34.6153846153846,"Anti-clutch"
4281919,"Kianna Smith",0,0,37,13,0,0.351351351351351,-35.1351351351351,"Anti-clutch"
4038394,"Rui Machida",0,0,96,34,0,0.354166666666667,-35.4166666666667,"Anti-clutch"
719,"Shay Doron",0,0,14,5,0,0.357142857142857,-35.7142857142857,"Anti-clutch"
979,"Angie Bjorklund",0,0,14,5,0,0.357142857142857,-35.7142857142857,"Anti-clutch"
725,"Kamesha Hairston",0,0,53,19,0,0.358490566037736,-35.8490566037736,"Anti-clutch"
5279789,"Mamignan Toure",0,0,39,14,0,0.358974358974359,-35.8974358974359,"Anti-clutch"
2238341,"Jacki Gemelos",1,0,83,30,0,0.36144578313253,-36.144578313253,"Anti-clutch"
662,"Kim Smith",0,0,152,55,0,0.361842105263158,-36.1842105263158,"Anti-clutch"
1019,"Miranda Ayim",0,0,11,4,0,0.363636363636364,-36.3636363636364,"Anti-clutch"
364,"Charlotte Smith",2,0,41,15,0,0.365853658536585,-36.5853658536585,"Anti-clutch"
574,"Nuria Martinez",2,0,49,18,0,0.36734693877551,-36.734693877551,"Anti-clutch"
705,"Stephanie Raymond",1,0,73,27,0,0.36986301369863,-36.986301369863,"Anti-clutch"
214,"Kedra Holland-Corn",2,0,164,61,0,0.371951219512195,-37.1951219512195,"Anti-clutch"
669,"Emile Gomis",0,0,8,3,0,0.375,-37.5,"Anti-clutch"
765,"Quianna Chaney",2,0,85,32,0,0.376470588235294,-37.6470588235294,"Anti-clutch"
2528839,"Maggie Lucas",11,1,363,170,0.0909090909090909,0.46831955922865,-37.7410468319559,"Anti-clutch"
4433633,"Kierstan Bell",1,0,443,168,0,0.379232505643341,-37.9232505643341,"Anti-clutch"
2490792,"Gennifer Brandon",0,0,50,19,0,0.38,-38,"Anti-clutch"
3058915,"Alexis Peterson",0,0,50,19,0,0.38,-38,"Anti-clutch"
4398802,"Ashley Joens",0,0,42,16,0,0.380952380952381,-38.0952380952381,"Anti-clutch"
909,"Brittainey Raven",3,0,55,21,0,0.381818181818182,-38.1818181818182,"Anti-clutch"
657,"Liz Shimek",0,0,91,35,0,0.384615384615385,-38.4615384615385,"Anti-clutch"
2490577,"Chelsea Poppens",0,0,13,5,0,0.384615384615385,-38.4615384615385,"Anti-clutch"
3944151,"Stephanie Watts",1,0,26,10,0,0.384615384615385,-38.4615384615385,"Anti-clutch"
4280888,"Rennia Davis",0,0,13,5,0,0.384615384615385,-38.4615384615385,"Anti-clutch"
4432864,"Celeste Taylor",0,0,83,33,0,0.397590361445783,-39.7590361445783,"Anti-clutch"
1077,"Chay  Shegog",0,0,5,2,0,0.4,-40,"Anti-clutch"
2490561,"Chucky Jeffery",0,0,25,10,0,0.4,-40,"Anti-clutch"
3906306,"Anriel Howard",0,0,5,2,0,0.4,-40,"Anti-clutch"
3938935,"Jaylyn Agnew",0,0,20,8,0,0.4,-40,"Anti-clutch"
4065781,"Destiny Slocum",0,0,45,18,0,0.4,-40,"Anti-clutch"
4873359,"Kyara Linskens",0,0,5,2,0,0.4,-40,"Anti-clutch"
4898383,"Bree Hall",0,0,15,6,0,0.4,-40,"Anti-clutch"
2569244,"Alex Harden",3,0,142,57,0,0.401408450704225,-40.1408450704225,"Anti-clutch"
760,"Navonda Moore",1,0,107,43,0,0.401869158878505,-40.1869158878505,"Anti-clutch"
260,"Tynesha  Lewis",1,0,64,26,0,0.40625,-40.625,"Anti-clutch"
698,"Liz Moeggenberg",0,0,44,18,0,0.409090909090909,-40.9090909090909,"Anti-clutch"
3922629,"Evelyn Akhator",0,0,22,9,0,0.409090909090909,-40.9090909090909,"Anti-clutch"
4703794,"Sarah Ashlee Barker",1,0,127,52,0,0.409448818897638,-40.9448818897638,"Anti-clutch"
1052,"Vicki Baugh",6,1,328,189,0.166666666666667,0.576219512195122,-40.9552845528455,"Anti-clutch"
1067,"April Sykes",2,0,100,41,0,0.41,-41,"Anti-clutch"
2998939,"Rachel Hollivay",0,0,78,32,0,0.41025641025641,-41.025641025641,"Anti-clutch"
223,"Tamicha Jackson",0,0,34,14,0,0.411764705882353,-41.1764705882353,"Anti-clutch"
686,"Ann Strother",1,0,99,41,0,0.414141414141414,-41.4141414141414,"Anti-clutch"
131,"Kayte Christensen",0,0,84,35,0,0.416666666666667,-41.6666666666667,"Anti-clutch"
625,"Angelina Williams",0,0,72,30,0,0.416666666666667,-41.6666666666667,"Anti-clutch"
4398947,"Kayana Traylor",0,0,12,5,0,0.416666666666667,-41.6666666666667,"Anti-clutch"
4281183,"Lorela Cubaj",0,0,55,23,0,0.418181818181818,-41.8181818181818,"Anti-clutch"
4068161,"Joyner Holmes",2,0,404,169,0,0.418316831683168,-41.8316831683168,"Anti-clutch"
2529089,"Tiffany Bias",0,0,136,57,0,0.419117647058824,-41.9117647058824,"Anti-clutch"
827,"Lauren Ervin",0,0,19,8,0,0.421052631578947,-42.1052631578947,"Anti-clutch"
4398921,"Nia Clouden",0,0,95,40,0,0.421052631578947,-42.1052631578947,"Anti-clutch"
4433792,"Rayah Marshall",0,0,38,16,0,0.421052631578947,-42.1052631578947,"Anti-clutch"
1015,"Porsha Phillips",1,0,78,33,0,0.423076923076923,-42.3076923076923,"Anti-clutch"
4398731,"Kadi Sissoko",0,0,78,33,0,0.423076923076923,-42.3076923076923,"Anti-clutch"
4066527,"Jaelyn Brown",0,0,73,31,0,0.424657534246575,-42.4657534246575,"Anti-clutch"
666,"Brittany Wilkins",0,0,7,3,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
2491811,"Victoria Macaulay",0,0,14,6,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
2984111,"Alexis Prince",1,0,56,24,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
2987887,"Alisia Jenkins",0,0,14,6,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
2999141,"Lanay Montgomery",0,0,7,3,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
4065785,"Stephanie Jones",0,0,42,18,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
4433412,"Hailey Van Lith",0,0,140,60,0,0.428571428571429,-42.8571428571429,"Anti-clutch"
784,"Erica White",7,1,164,94,0.142857142857143,0.573170731707317,-43.0313588850174,"Anti-clutch"
4433386,"Jaylyn Sherrod",0,0,65,28,0,0.430769230769231,-43.0769230769231,"Anti-clutch"
4068346,"Kamiah Smalls",0,0,30,13,0,0.433333333333333,-43.3333333333333,"Anti-clutch"
359,"Olympia Scott",0,0,108,47,0,0.435185185185185,-43.5185185185185,"Anti-clutch"
793,"Khadijah Whittington",1,0,78,34,0,0.435897435897436,-43.5897435897436,"Anti-clutch"
29,"Andrea Gardner",2,0,80,35,0,0.4375,-43.75,"Anti-clutch"
788,"Charel Allen",0,0,16,7,0,0.4375,-43.75,"Anti-clutch"
4281253,"DiDi Richards",0,0,194,85,0,0.438144329896907,-43.8144329896907,"Anti-clutch"
652,"Tye'sha Fluker",1,0,251,110,0,0.438247011952191,-43.8247011952191,"Anti-clutch"
3907713,"Maite Cazorla",3,0,114,50,0,0.43859649122807,-43.859649122807,"Anti-clutch"
4899328,"Kaitlyn Chen",1,0,57,25,0,0.43859649122807,-43.859649122807,"Anti-clutch"
3916517,"Beatrice Mompremier",0,0,214,95,0,0.44392523364486,-44.392523364486,"Anti-clutch"
282,"Nikki McCray-Penson",0,0,27,12,0,0.444444444444444,-44.4444444444444,"Anti-clutch"
930,"Ashley Houts",0,0,18,8,0,0.444444444444444,-44.4444444444444,"Anti-clutch"
953,"Amanda Thompson",0,0,72,32,0,0.444444444444444,-44.4444444444444,"Anti-clutch"
3102134,"Tess Madgen",1,0,9,4,0,0.444444444444444,-44.4444444444444,"Anti-clutch"
4038390,"Olivia Epoupa",0,0,18,8,0,0.444444444444444,-44.4444444444444,"Anti-clutch"
929,"Jacinta Monroe",0,0,47,21,0,0.446808510638298,-44.6808510638298,"Anti-clutch"
4682797,"Luisa Geiselsoder",1,0,189,85,0,0.44973544973545,-44.973544973545,"Anti-clutch"
2327208,"Kim Mestdagh",0,0,20,9,0,0.45,-45,"Anti-clutch"
2530081,"Shanece McKinney",0,0,62,28,0,0.451612903225806,-45.1612903225806,"Anti-clutch"
2531437,"Ezinne Kalu",0,0,11,5,0,0.454545454545455,-45.4545454545455,"Anti-clutch"
4398965,"Christyn Williams",0,0,22,10,0,0.454545454545455,-45.4545454545455,"Anti-clutch"
4433815,"Lucy Olsen",1,0,175,80,0,0.457142857142857,-45.7142857142857,"Anti-clutch"
4280877,"Chloe Bibby",1,0,63,29,0,0.46031746031746,-46.031746031746,"Anti-clutch"
821,"Willnett Crockett",0,0,13,6,0,0.461538461538462,-46.1538461538462,"Anti-clutch"
1005,"Victoria  Dunlap",1,0,93,43,0,0.462365591397849,-46.2365591397849,"Anti-clutch"
2490774,"Nikki Greene",0,0,28,13,0,0.464285714285714,-46.4285714285714,"Anti-clutch"
36,"Shaunzinski Gortman",1,0,71,33,0,0.464788732394366,-46.4788732394366,"Anti-clutch"
639,"Laura Summerton",0,0,101,47,0,0.465346534653465,-46.5346534653465,"Anti-clutch"
693,"Megan Duffy",0,0,156,73,0,0.467948717948718,-46.7948717948718,"Anti-clutch"
1076,"Kelley Cain",2,0,47,22,0,0.468085106382979,-46.8085106382979,"Anti-clutch"
2069162,"Michelle Campbell",0,0,81,38,0,0.469135802469136,-46.9135802469136,"Anti-clutch"
2991969,"Bashaara Graves",0,0,36,17,0,0.472222222222222,-47.2222222222222,"Anti-clutch"
3142019,"Adut Bulgak",0,0,42,20,0,0.476190476190476,-47.6190476190476,"Anti-clutch"
935,"Ewelina Kobryn",0,0,286,137,0,0.479020979020979,-47.9020979020979,"Anti-clutch"
18,"Tari Phillips",1,0,96,46,0,0.479166666666667,-47.9166666666667,"Anti-clutch"
4433661,"Marquesha Davis",0,0,48,23,0,0.479166666666667,-47.9166666666667,"Anti-clutch"
2325312,"Keisha Hampton",0,0,148,71,0,0.47972972972973,-47.972972972973,"Anti-clutch"
494,"K.B. Sharp",5,0,366,176,0,0.480874316939891,-48.0874316939891,"Anti-clutch"
221,"Deanna Jackson",0,0,158,76,0,0.481012658227848,-48.1012658227848,"Anti-clutch"
352,"Kelly Santos",0,0,64,31,0,0.484375,-48.4375,"Anti-clutch"
543,"Anastasia Kostaki",0,0,90,44,0,0.488888888888889,-48.8888888888889,"Anti-clutch"
1030,"Rachel Jarry",0,0,53,26,0,0.490566037735849,-49.0566037735849,"Anti-clutch"
2968409,"Nadia Colhado",0,0,53,26,0,0.490566037735849,-49.0566037735849,"Anti-clutch"
1073,"Ziomara Morrison",0,0,63,31,0,0.492063492063492,-49.2063492063492,"Anti-clutch"
4066563,"Lauren Cox",1,0,142,70,0,0.492957746478873,-49.2957746478873,"Anti-clutch"
2490653,"Toni Young",1,0,154,76,0,0.493506493506494,-49.3506493506493,"Anti-clutch"
950,"Marion Jones",0,0,147,73,0,0.496598639455782,-49.6598639455782,"Anti-clutch"
701,"Leah Rush",0,0,6,3,0,0.5,-50,"Anti-clutch"
702,"Chrissy Givens",0,0,4,2,0,0.5,-50,"Anti-clutch"
848,"Kristi Cirone",0,0,8,4,0,0.5,-50,"Anti-clutch"
2325290,"Adaora Elonu",0,0,2,1,0,0.5,-50,"Anti-clutch"
2491327,"Anne Marie Armstrong",0,0,4,2,0,0.5,-50,"Anti-clutch"
2986155,"Ameryst Alston",0,0,2,1,0,0.5,-50,"Anti-clutch"
3056654,"Raigyne Louis",0,0,8,4,0,0.5,-50,"Anti-clutch"
4011778,"Jelena Dubljevic",0,0,26,13,0,0.5,-50,"Anti-clutch"
4281402,"Abby Meyers",0,0,16,8,0,0.5,-50,"Anti-clutch"
4398625,"Elissa Cunane",0,0,2,1,0,0.5,-50,"Anti-clutch"
4433293,"Charisma Osborne",0,0,2,1,0,0.5,-50,"Anti-clutch"
4790261,"Shyla Heal",0,0,14,7,0,0.5,-50,"Anti-clutch"
5220167,"Murjanatu Musa",0,0,46,23,0,0.5,-50,"Anti-clutch"
857,"Chen Nan",0,0,99,50,0,0.505050505050505,-50.5050505050505,"Anti-clutch"
5105752,"Alissa Pili",0,0,99,51,0,0.515151515151515,-51.5151515151515,"Anti-clutch"
2530078,"Jennifer O'Neill",0,0,31,16,0,0.516129032258065,-51.6129032258064,"Anti-clutch"
1007,"Ta'Shia Phillips",0,0,27,14,0,0.518518518518518,-51.8518518518518,"Anti-clutch"
744,"Carla Thomas",0,0,50,26,0,0.52,-52,"Anti-clutch"
4398988,"Charli Collier",0,0,150,78,0,0.52,-52,"Anti-clutch"
414,"Ayana Walker",0,0,67,35,0,0.522388059701492,-52.2388059701493,"Anti-clutch"
2491203,"Asia Taylor",1,0,222,116,0,0.522522522522523,-52.2522522522522,"Anti-clutch"
937,"Joy Cheek",0,0,21,11,0,0.523809523809524,-52.3809523809524,"Anti-clutch"
734,"Bernice Mosby",5,0,209,110,0,0.526315789473684,-52.6315789473684,"Anti-clutch"
2325299,"Yvonne Anderson",0,0,36,19,0,0.527777777777778,-52.7777777777778,"Anti-clutch"
723,"Gillian Goring",0,0,66,35,0,0.53030303030303,-53.030303030303,"Anti-clutch"
868,"Jessica  Adair",2,0,284,151,0,0.53169014084507,-53.169014084507,"Anti-clutch"
5278237,"Anastasiia Olairi Kosu",0,0,47,25,0,0.531914893617021,-53.1914893617021,"Anti-clutch"
2530107,"Jasmine Lister",0,0,15,8,0,0.533333333333333,-53.3333333333333,"Anti-clutch"
2590356,"Cyesha Damian Goree",0,0,39,21,0,0.538461538461538,-53.8461538461538,"Anti-clutch"
4280859,"Khayla Pointer",0,0,26,14,0,0.538461538461538,-53.8461538461538,"Anti-clutch"
1,"Latasha Byears",0,0,291,159,0,0.54639175257732,-54.639175257732,"Anti-clutch"
546,"Jae Kingi-Cross",0,0,27,15,0,0.555555555555556,-55.5555555555556,"Anti-clutch"
2999042,"Jamie Weisner",0,0,9,5,0,0.555555555555556,-55.5555555555556,"Anti-clutch"
762,"Kimberly Beck",0,0,16,9,0,0.5625,-56.25,"Anti-clutch"
296,"Adriana Moises Pinto",0,0,7,4,0,0.571428571428571,-57.1428571428571,"Anti-clutch"
1099,"Julie Nicole Wojta",0,0,7,4,0,0.571428571428571,-57.1428571428571,"Anti-clutch"
2994299,"Erika  Desouza",0,0,28,16,0,0.571428571428571,-57.1428571428571,"Anti-clutch"
5017721,"Sika Kone",1,0,231,133,0,0.575757575757576,-57.5757575757576,"Anti-clutch"
799,"Danielle Page",0,0,5,3,0,0.6,-60,"Anti-clutch"
4433416,"Madison Scott",0,0,15,9,0,0.6,-60,"Anti-clutch"
3054107,"Leticia Romero",0,0,33,20,0,0.606060606060606,-60.6060606060606,"Anti-clutch"
4433546,"Makayla Timpson",0,0,102,62,0,0.607843137254902,-60.7843137254902,"Anti-clutch"
4068580,"Katie Benzan",0,0,13,8,0,0.615384615384615,-61.5384615384615,"Anti-clutch"
955,"Jana Vesela",0,0,97,60,0,0.618556701030928,-61.8556701030928,"Anti-clutch"
4398912,"Taylor Mikesell",0,0,14,9,0,0.642857142857143,-64.2857142857143,"Anti-clutch"
5278686,"Kariata Diaby",0,0,28,18,0,0.642857142857143,-64.2857142857143,"Anti-clutch"
4068173,"Brittany Brewer",0,0,3,2,0,0.666666666666667,-66.6666666666667,"Anti-clutch"
4422426,"Li Yueru",0,0,30,20,0,0.666666666666667,-66.6666666666667,"Anti-clutch"
4432841,"Jakia Brown-Turner",0,0,3,2,0,0.666666666666667,-66.6666666666667,"Anti-clutch"
547,"Chandi Jones",0,0,13,9,0,0.692307692307692,-69.2307692307692,"Anti-clutch"
4433643,"Mackenzie Holmes",0,0,7,5,0,0.714285714285714,-71.4285714285714,"Anti-clutch"
2490526,"Waltiea Rolle",0,0,12,9,0,0.75,-75,"Anti-clutch"
3065049,"Sparkle Taylor",0,0,7,6,0,0.857142857142857,-85.7142857142857,"Anti-clutch"
648,"Irina Osipova",0,0,2,2,0,1,-100,"Anti-clutch"
841,"Whitney Boddie",0,0,1,1,0,1,-100,"Anti-clutch"
